Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST11891,21,Male,Tamil Nadu,CSE,Tier-2,7.92,79.06,228,36,57,6,1,6,51.0,381,,4,1878,23,49,No,2,Placed,7.19
ST11892,20,Male,Maharashtra,Civil,Tier-2,5.97,56.44,83,57,71,4,2,3,42.0,263,,0,612,25,54,No,2,Placed,8.6
ST11893,21,Male,Uttar Pradesh,CSE,Tier-3,6.45,80.21,146,50,36,2,1,3,196.0,1125,0.0,3,1116,15,36,No,4,Placed,10.47
ST11894,22,Female,Maharashtra,Chemical,Tier-2,6.64,75.31,74,28,53,4,0,3,148.0,377,14.0,1,647,7,51,No,1,Not Placed,0.0
ST11895,19,Female,Karnataka,AIML,Tier-3,8.95,76.58,205,62,75,3,0,5,186.0,696,74.0,3,1556,20,67,No,3,Placed,9.41
ST11896,20,Male,Madhya Pradesh,EEE,Tier-1,8.65,76.79,186,41,45,6,5,5,51.0,348,25.0,2,746,21,53,No,0,Placed,42.53
ST11897,20,Female,Maharashtra,Mechanical,Tier-3,8.51,70.2,167,56,37,7,1,4,49.0,319,6.0,2,685,12,47,No,3,Not Placed,0.0
ST11898,20,Male,Delhi,IT,Tier-2,6.86,73.03,206,46,65,7,1,1,54.0,773,41.0,2,1751,13,55,No,0,Placed,10.44
ST11899,21,Female,Maharashtra,ECE,Tier-3,6.05,73.26,90,2,41,2,0,1,60.0,207,,1,541,10,42,No,1,Not Placed,0.0
ST11900,24,Female,Gujarat,Mechanical,Tier-3,8.21,77.12,93,42,42,2,1,3,69.0,317,52.0,2,1018,30,43,No,1,Not Placed,0.0
ST11901,19,Male,Chhattisgarh,CSE,Tier-2,5.57,69.48,148,32,58,1,3,6,112.0,556,63.0,2,1707,20,54,Yes,3,Placed,9.0
ST11902,21,Male,Uttar Pradesh,IT,Tier-2,7.57,70.43,194,33,41,3,1,4,53.0,284,18.0,2,1264,32,49,No,3,Placed,6.28
ST11903,21,Male,Odisha,Mechanical,Tier-2,8.01,69.23,151,37,64,2,2,5,48.0,260,15.0,1,884,2,48,No,3,Placed,7.92
ST11904,20,Male,West Bengal,IT,Tier-1,6.8,72.01,338,33,96,0,3,4,186.0,955,65.0,1,2266,6,81,No,0,Placed,12.86
ST11905,20,Male,Delhi,CSE,Tier-2,8.78,79.95,214,45,34,9,0,7,48.0,754,26.0,4,1525,34,36,No,1,Placed,10.06
ST11906,22,Female,Karnataka,CSE,Tier-2,7.26,70.38,187,25,39,3,0,3,90.0,954,24.0,5,1224,4,38,No,1,Not Placed,0.0
ST11907,21,Female,Odisha,Mechanical,Tier-2,7.78,78.23,88,39,84,2,1,5,24.0,217,48.0,2,518,30,69,No,1,Placed,2.67
ST11908,22,Male,Kerala,Chemical,Tier-3,7.8,81.05,112,29,39,1,0,3,24.0,170,0.0,3,593,29,48,No,2,Not Placed,0.0
ST11909,21,Female,Karnataka,AIML,Tier-3,7.51,80.88,187,44,46,6,1,6,69.0,604,36.0,4,1689,31,51,No,3,Placed,8.42
ST11910,21,Female,Maharashtra,ECE,Tier-2,7.02,69.08,155,20,33,3,2,5,36.0,371,17.0,0,951,5,38,No,1,Not Placed,0.0
ST11911,23,Male,Tamil Nadu,AIML,Tier-3,6.66,59.71,262,19,72,3,0,7,165.0,587,17.0,5,1827,23,71,Yes,2,Placed,11.76
ST11912,23,Female,Karnataka,Chemical,Tier-2,7.82,78.09,119,63,66,0,1,4,48.0,227,50.0,1,876,27,56,No,1,Not Placed,0.0
ST11913,24,Female,Tamil Nadu,Civil,Tier-2,8.03,73.72,168,60,59,6,3,3,53.0,421,39.0,4,741,17,57,No,2,Placed,6.97
ST11914,20,Male,Odisha,IT,Tier-1,8.58,77.65,260,64,63,2,1,7,256.0,715,44.0,4,1603,22,63,No,0,Placed,10.77
ST11915,25,Female,Kerala,CSE,Tier-3,7.22,69.76,189,45,40,2,2,4,148.0,686,11.0,4,1621,28,45,No,1,Not Placed,0.0
ST11916,22,Male,Uttar Pradesh,EEE,Tier-2,7.57,85.68,206,50,52,5,0,2,61.0,642,44.0,3,763,15,48,No,2,Not Placed,0.0
ST11917,22,Male,Tamil Nadu,EEE,Tier-2,6.75,68.7,170,69,64,0,0,3,50.0,259,35.0,1,737,28,63,No,3,Not Placed,0.0
ST11918,22,Male,Andhra Pradesh,EEE,Tier-2,8.37,89.91,161,21,39,3,1,3,66.0,343,4.0,3,703,36,48,Yes,2,Placed,12.61
ST11919,25,Female,Bihar,AIML,Tier-3,6.63,76.69,193,41,72,4,0,5,79.0,639,44.0,4,1432,19,54,Yes,3,Not Placed,0.0
ST11920,21,Other,Punjab,CSE,Tier-3,7.85,82.5,200,61,71,7,0,7,85.0,443,20.0,1,1742,25,59,Yes,2,Placed,6.76
ST11921,22,Male,Kerala,CSE,Tier-2,8.36,75.86,253,31,68,4,2,9,122.0,1092,36.0,4,1859,13,58,No,1,Placed,10.86
ST11922,22,Male,Rajasthan,Mechanical,Tier-3,8.2,70.42,114,39,56,5,0,3,40.0,426,45.0,1,759,14,65,No,0,Not Placed,0.0
ST11923,22,Male,Telangana,ECE,Tier-2,6.34,75.22,182,21,69,5,1,3,72.0,349,50.0,2,847,12,66,Yes,4,Placed,8.6
ST11924,22,Female,Karnataka,AIML,Tier-3,6.04,71.74,173,17,77,3,1,7,165.0,714,16.0,2,1758,15,69,No,3,Placed,10.53
ST11925,20,Male,Haryana,Civil,Tier-3,6.57,67.51,118,12,39,4,1,3,36.0,480,33.0,2,550,7,43,No,1,Not Placed,0.0
ST11926,20,Male,West Bengal,Civil,Tier-2,6.6,76.11,156,39,70,0,0,3,56.0,259,5.0,0,702,15,64,Yes,4,Not Placed,0.0
ST11927,21,Male,Punjab,Mechanical,Tier-2,9.3,83.87,194,64,34,4,3,2,77.0,560,11.0,1,841,31,43,No,1,Placed,5.58
ST11928,22,Male,Rajasthan,EEE,Tier-1,8.06,63.76,190,48,67,5,2,2,84.0,297,55.0,2,984,23,60,No,2,Placed,9.48
ST11929,22,Female,Karnataka,EEE,Tier-3,6.27,74.42,36,29,53,1,2,2,11.0,364,41.0,0,427,12,45,No,2,Placed,5.95
ST11930,23,Female,Tamil Nadu,ECE,Tier-2,6.65,78.06,123,35,65,3,1,2,44.0,404,12.0,3,713,31,60,No,0,Placed,1.84
ST11931,22,Male,Kerala,CSE,Tier-2,8.83,67.61,289,46,36,2,2,8,112.0,547,21.0,1,1807,28,40,No,0,Placed,10.57
ST11932,21,Female,Uttar Pradesh,Mechanical,Tier-3,8.45,90.73,261,65,45,6,2,5,68.0,357,11.0,1,879,28,42,No,2,Not Placed,0.0
ST11933,20,Female,Karnataka,ECE,Tier-2,6.37,80.22,216,27,62,2,1,4,50.0,320,42.0,0,701,11,64,No,5,Not Placed,0.0
ST11934,22,Male,West Bengal,ECE,Tier-3,8.01,63.61,152,53,56,3,3,2,78.0,419,3.0,4,679,14,53,No,3,Placed,6.46
ST11935,23,Male,Tamil Nadu,Mechanical,Tier-3,7.08,70.16,126,84,49,3,0,3,33.0,283,54.0,0,765,18,44,No,3,Not Placed,0.0
ST11936,22,Female,West Bengal,IT,Tier-3,7.18,66.72,176,40,54,2,0,4,45.0,283,3.0,2,1370,7,44,Yes,2,Not Placed,0.0
ST11937,23,Male,Delhi,Mechanical,Tier-1,6.6,62.81,158,14,64,3,0,3,41.0,206,59.0,1,692,27,64,Yes,6,Placed,4.37
ST11938,25,Female,West Bengal,AIML,Tier-2,7.17,75.13,205,69,44,5,1,5,85.0,791,43.0,7,1605,7,44,No,1,Placed,10.15
ST11939,21,Male,Uttarakhand,Civil,Tier-3,6.47,71.75,51,19,46,2,2,3,20.0,263,47.0,0,439,8,41,No,0,Not Placed,0.0
ST11940,22,Female,Tamil Nadu,Chemical,Tier-2,8.58,71.08,102,61,34,7,1,4,40.0,207,21.0,1,721,32,50,No,5,Not Placed,0.0
ST11941,21,Male,Chhattisgarh,EEE,Tier-3,6.53,65.33,56,45,45,0,0,7,41.0,205,42.0,0,398,17,58,No,3,Not Placed,0.0
ST11942,21,Male,Rajasthan,IT,Tier-2,8.48,77.24,267,41,49,4,1,2,185.0,1526,46.0,2,2250,10,54,No,0,Placed,10.68
ST11943,20,Male,Kerala,AIML,Tier-3,7.02,75.35,146,24,36,2,2,2,77.0,377,22.0,2,1646,9,42,No,2,Placed,7.29
ST11944,20,Male,Punjab,Civil,Tier-2,5.87,63.0,51,50,54,1,1,3,,173,44.0,2,528,14,52,No,1,Not Placed,0.0
ST11945,20,Female,Maharashtra,IT,Tier-3,6.79,72.21,199,33,43,4,1,3,227.0,866,25.0,5,1582,0,34,Yes,4,Placed,10.9
ST11946,22,Female,Telangana,Mechanical,Tier-2,6.42,74.41,80,16,71,1,0,1,60.0,189,43.0,0,524,18,58,No,3,Placed,2.41
ST11947,20,Male,Maharashtra,IT,Tier-2,7.87,81.59,228,55,73,5,3,5,92.0,455,52.0,2,1520,17,69,Yes,1,Placed,12.62
ST11948,21,Male,West Bengal,Civil,Tier-2,6.46,72.73,121,40,20,3,2,7,,386,0.0,0,520,0,36,No,3,Placed,4.38
ST11949,21,Male,Maharashtra,ECE,Tier-2,7.07,73.74,164,15,50,5,2,5,40.0,626,37.0,4,904,7,49,No,2,Not Placed,0.0
ST11950,21,Male,Maharashtra,EEE,Tier-1,7.97,73.83,186,55,61,4,5,1,65.0,568,44.0,1,1012,28,40,No,3,Placed,12.7
ST11951,23,Female,Madhya Pradesh,CSE,Tier-2,6.42,67.7,204,37,56,6,1,5,46.0,719,43.0,2,1739,13,57,No,3,Placed,7.16
ST11952,21,Male,Madhya Pradesh,Chemical,Tier-3,8.47,78.36,320,56,47,2,4,3,103.0,468,35.0,1,1169,11,54,No,3,Placed,9.18
ST11953,19,Female,Delhi,ECE,Tier-3,7.46,74.55,74,72,39,5,0,1,29.0,205,56.0,3,440,28,48,Yes,3,Not Placed,0.0
ST11954,25,Male,Telangana,EEE,Tier-3,7.36,76.46,322,26,62,3,0,3,130.0,737,46.0,2,1166,14,56,No,1,Placed,8.02
ST11955,23,Male,Haryana,CSE,Tier-2,6.16,64.36,275,35,63,3,1,2,172.0,1195,33.0,3,2136,1,54,No,1,Placed,11.17
ST11956,22,Male,Odisha,Mechanical,Tier-2,7.0,76.88,129,36,75,4,0,3,51.0,337,72.0,4,635,22,73,No,0,Not Placed,0.0
ST11957,22,Female,Maharashtra,ECE,Tier-1,7.45,63.21,176,50,54,5,2,4,44.0,232,21.0,2,841,16,62,No,2,Placed,10.54
ST11958,19,Male,Maharashtra,ECE,Tier-1,6.64,76.03,225,27,43,4,0,3,72.0,582,29.0,1,1117,28,49,Yes,5,Placed,13.88
ST11959,22,Female,Madhya Pradesh,ECE,Tier-3,8.02,74.17,114,48,65,4,2,3,125.0,604,16.0,1,706,13,50,No,2,Placed,5.1
ST11960,20,Female,Maharashtra,ECE,Tier-2,7.46,65.95,117,58,59,4,2,1,96.0,319,49.0,3,744,22,60,No,1,Placed,4.69
ST11961,21,Male,Gujarat,Mechanical,Tier-2,6.69,63.54,239,60,45,1,3,0,98.0,455,32.0,2,735,20,41,No,2,Placed,9.7
ST11962,20,Male,Andhra Pradesh,IT,Tier-3,6.98,76.19,202,43,40,4,2,5,45.0,430,32.0,0,1816,34,56,No,2,Not Placed,0.0
ST11963,22,Male,Andhra Pradesh,Civil,Tier-3,7.3,74.25,130,23,27,3,0,4,40.0,382,9.0,6,633,12,35,No,1,Not Placed,0.0
ST11964,20,Male,Maharashtra,CSE,Tier-2,9.12,80.61,243,64,52,6,2,6,189.0,955,37.0,4,1708,19,56,No,3,Placed,23.39
ST11965,20,Male,Gujarat,ECE,Tier-2,7.76,73.5,162,20,50,7,0,1,46.0,500,52.0,1,669,25,47,No,3,Placed,9.8
ST11966,19,Male,Delhi,Mechanical,Tier-2,6.73,68.69,83,10,27,2,1,5,36.0,306,23.0,1,474,24,29,No,1,Not Placed,0.0
ST11967,22,Male,Bihar,Chemical,Tier-2,6.85,72.77,141,26,33,0,0,0,63.0,510,10.0,1,799,22,43,No,7,Not Placed,0.0
ST11968,20,Male,Telangana,IT,Tier-3,6.92,71.91,192,24,46,1,2,1,73.0,588,34.0,2,1412,9,58,No,0,Not Placed,0.0
ST11969,21,Male,Madhya Pradesh,Mechanical,Tier-2,7.91,69.96,122,46,65,3,0,6,30.0,171,,2,671,19,47,No,1,Not Placed,0.0
ST11970,20,Male,Karnataka,Mechanical,Tier-3,7.6,62.57,116,54,21,0,0,2,91.0,590,0.0,0,433,19,43,Yes,0,Not Placed,0.0
ST11971,22,Female,Karnataka,Civil,Tier-2,7.82,70.1,177,48,45,7,2,4,44.0,393,40.0,5,747,26,45,No,2,Placed,5.04
ST11972,20,Female,Bihar,Civil,Tier-3,7.18,74.05,87,15,56,3,2,2,64.0,260,15.0,0,535,14,49,No,0,Not Placed,0.0
ST11973,24,Other,Maharashtra,IT,Tier-2,6.09,75.28,167,12,81,3,1,4,195.0,885,44.0,3,1610,26,62,No,0,Placed,5.49
ST11974,20,Female,Karnataka,Civil,Tier-3,7.72,60.72,98,39,49,5,2,4,36.0,181,43.0,1,490,38,46,No,2,Not Placed,0.0
ST11975,19,Male,Karnataka,Chemical,Tier-3,6.6,67.61,108,34,44,3,0,2,25.0,283,34.0,1,452,5,52,No,1,Not Placed,0.0
ST11976,20,Female,Gujarat,ECE,Tier-2,7.87,76.66,139,53,65,6,2,4,32.0,269,4.0,2,739,28,52,No,1,Placed,4.03
ST11977,19,Female,Punjab,Mechanical,Tier-2,6.36,71.2,108,44,50,2,1,4,84.0,284,17.0,1,724,16,49,No,1,Not Placed,0.0
ST11978,21,Male,Madhya Pradesh,IT,Tier-3,7.25,73.55,236,45,25,2,3,2,188.0,549,36.0,2,1525,24,29,Yes,4,Placed,8.02
ST11979,20,Male,Karnataka,AIML,Tier-2,8.04,72.03,182,31,50,0,0,7,104.0,911,12.0,2,1120,11,59,Yes,4,Placed,9.77
ST11980,23,Male,Tamil Nadu,AIML,Tier-3,8.95,73.18,249,12,61,4,3,9,75.0,449,16.0,2,1804,23,62,Yes,3,Placed,9.55
ST11981,21,Male,Tamil Nadu,CSE,Tier-3,6.81,74.9,249,20,63,2,1,6,86.0,496,43.0,3,1485,21,52,No,2,Placed,7.61
ST11982,20,Male,Chhattisgarh,EEE,Tier-2,8.65,79.27,157,64,42,4,2,2,42.0,332,41.0,4,542,8,52,No,4,Placed,8.13
ST11983,21,Male,Delhi,Civil,Tier-2,8.3,76.0,216,79,21,5,1,5,86.0,338,1.0,4,1043,33,36,No,5,Placed,4.11
ST11984,20,Male,Tamil Nadu,AIML,Tier-2,7.12,86.75,172,14,51,6,0,2,45.0,284,28.0,2,1516,34,62,No,1,Placed,8.41
ST11985,20,Female,Tamil Nadu,CSE,Tier-2,7.43,82.28,217,21,60,5,1,4,91.0,1080,37.0,2,1642,3,59,No,1,Placed,24.05
ST11986,20,Male,Tamil Nadu,AIML,Tier-3,6.81,75.22,238,57,64,4,0,0,64.0,723,40.0,4,1451,13,51,No,4,Not Placed,0.0
ST11987,19,Male,Gujarat,Mechanical,Tier-1,7.06,79.05,191,38,89,4,3,2,67.0,311,37.0,3,969,4,65,No,1,Placed,10.49
ST11988,20,Female,Andhra Pradesh,ECE,Tier-1,6.44,75.14,170,45,88,2,4,2,107.0,373,33.0,1,549,34,70,No,5,Placed,9.17
ST11989,24,Female,Delhi,Mechanical,Tier-2,6.59,69.15,96,18,56,0,0,3,36.0,328,73.0,5,551,18,66,Yes,2,Not Placed,0.0
ST11990,22,Male,Telangana,AIML,Tier-2,5.27,59.08,287,26,60,3,1,6,241.0,740,45.0,1,2294,10,43,No,2,Placed,12.53
ST11991,24,Male,Maharashtra,EEE,Tier-3,7.4,80.42,97,63,29,3,2,3,47.0,215,24.0,1,571,22,42,No,3,Placed,12.23
ST11992,20,Male,Gujarat,Mechanical,Tier-3,8.57,77.33,134,44,66,10,0,2,59.0,287,37.0,0,774,21,55,Yes,4,Placed,8.66
ST11993,23,Male,Gujarat,Mechanical,Tier-3,7.5,80.3,134,39,69,4,0,7,89.0,491,50.0,4,633,30,52,No,1,Not Placed,0.0
ST11994,21,Female,Karnataka,Mechanical,Tier-2,7.49,79.69,116,50,27,1,2,1,37.0,297,27.0,1,598,18,44,No,1,Not Placed,0.0
ST11995,20,Male,West Bengal,Civil,Tier-1,7.18,62.47,376,58,69,4,2,1,82.0,438,17.0,2,1197,21,66,Yes,3,Placed,10.52
ST11996,22,Female,Kerala,CSE,Tier-3,8.92,82.93,197,56,54,4,4,8,136.0,670,30.0,2,1336,20,56,No,2,Placed,11.65
ST11997,19,Male,Delhi,ECE,Tier-1,8.59,89.62,187,52,84,4,3,5,45.0,265,36.0,0,834,21,65,No,3,Placed,10.56
ST11998,21,Female,West Bengal,ECE,Tier-3,6.23,68.67,45,24,53,3,1,1,20.0,220,16.0,2,708,6,43,No,1,Not Placed,0.0
ST11999,22,Male,Gujarat,Chemical,Tier-2,9.23,81.99,168,61,58,3,3,5,62.0,425,5.0,3,776,26,53,Yes,5,Placed,9.44
ST12000,21,Female,Tamil Nadu,ECE,Tier-2,8.76,85.32,150,55,63,6,0,2,74.0,255,54.0,0,603,22,62,No,6,Placed,9.04
ST12001,21,Male,Karnataka,Mechanical,Tier-2,6.57,60.79,78,45,48,5,3,1,17.0,413,53.0,1,571,29,53,No,4,Placed,5.73
ST12002,21,Male,Telangana,Civil,Tier-2,8.13,61.78,99,57,39,2,1,1,50.0,223,14.0,1,695,25,36,No,2,Placed,4.96
ST12003,19,Male,Karnataka,CSE,Tier-3,7.16,71.83,154,52,45,4,0,4,36.0,541,62.0,2,1530,26,48,No,2,Not Placed,0.0
ST12004,25,Male,Gujarat,IT,Tier-2,5.79,57.58,269,37,48,3,0,3,124.0,657,13.0,0,1679,12,45,No,3,Placed,8.2
ST12005,20,Male,Gujarat,IT,Tier-1,6.94,81.64,241,28,63,3,0,1,69.0,369,22.0,2,1420,20,52,No,3,Placed,8.55
ST12006,20,Male,Maharashtra,CSE,Tier-2,8.12,82.0,191,55,98,3,0,6,88.0,418,13.0,4,1711,26,82,No,0,Placed,12.03
ST12007,20,Male,Odisha,ECE,Tier-3,7.86,84.26,139,57,58,4,0,3,40.0,277,55.0,3,672,11,59,No,1,Placed,9.27
ST12008,23,Male,Bihar,IT,Tier-2,9.82,81.1,269,59,43,2,3,7,103.0,632,36.0,3,1873,22,44,No,3,Placed,10.45
ST12009,22,Female,Karnataka,CSE,Tier-3,7.47,81.77,177,35,40,5,1,4,,860,26.0,3,1073,37,45,No,0,Placed,11.84
ST12010,21,Female,Telangana,CSE,Tier-1,6.18,70.43,364,38,83,3,4,2,127.0,626,69.0,5,2367,18,72,Yes,3,Placed,21.2
ST12011,24,Male,Karnataka,CSE,Tier-1,6.88,74.84,247,29,62,4,1,1,115.0,513,39.0,2,1645,22,62,No,4,Placed,21.29
ST12012,19,Male,Odisha,IT,Tier-3,6.94,87.2,170,27,64,4,2,5,122.0,978,28.0,0,1979,21,66,No,0,Placed,9.73
ST12013,23,Male,Andhra Pradesh,EEE,Tier-2,7.21,64.3,139,40,38,1,1,5,51.0,283,22.0,3,605,6,50,No,4,Not Placed,0.0
ST12014,19,Female,Gujarat,AIML,Tier-2,7.18,85.14,207,40,51,4,3,4,120.0,407,14.0,3,1569,9,51,Yes,2,Placed,10.87
ST12015,21,Female,Chhattisgarh,Civil,Tier-3,7.58,61.12,85,30,45,2,0,2,21.0,252,59.0,3,492,17,41,Yes,1,Not Placed,0.0
ST12016,19,Male,West Bengal,AIML,Tier-2,8.73,77.82,257,56,69,6,2,4,186.0,782,20.0,6,1893,14,57,Yes,3,Placed,14.22
ST12017,25,Female,Kerala,AIML,Tier-3,7.64,78.37,158,46,52,4,0,2,137.0,817,8.0,1,1302,26,49,No,5,Not Placed,0.0
ST12018,23,Female,Karnataka,IT,Tier-1,6.06,65.96,321,19,70,6,1,2,155.0,707,43.0,2,1879,17,70,Yes,2,Placed,10.73
ST12019,21,Female,Karnataka,CSE,Tier-3,7.61,76.37,211,49,59,7,0,4,68.0,455,45.0,2,1419,16,47,No,4,Not Placed,0.0
ST12020,20,Female,Uttar Pradesh,Chemical,Tier-2,5.92,71.52,217,25,54,0,0,1,47.0,259,34.0,1,743,34,55,No,0,Not Placed,0.0
ST12021,20,Male,Kerala,Mechanical,Tier-2,6.89,76.39,112,52,64,4,0,2,30.0,224,21.0,2,496,27,62,No,4,Placed,6.82
ST12022,21,Female,Maharashtra,IT,Tier-2,8.93,77.18,252,35,54,7,1,5,170.0,670,6.0,5,1701,33,53,No,1,Placed,10.76
ST12023,20,Female,Uttar Pradesh,Chemical,Tier-2,5.71,63.53,84,29,77,4,1,0,18.0,200,34.0,0,435,23,60,No,1,Placed,4.7
ST12024,18,Female,Haryana,EEE,Tier-2,9.1,80.46,227,51,45,3,1,2,,368,24.0,2,970,26,55,No,1,Placed,14.25
ST12025,22,Female,Karnataka,Mechanical,Tier-3,7.73,72.5,137,43,39,1,1,0,64.0,334,0.0,2,769,18,32,No,2,Not Placed,0.0
ST12026,21,Female,Delhi,IT,Tier-2,7.71,74.89,227,66,50,6,3,11,90.0,349,23.0,1,1704,17,40,No,1,Placed,10.31
ST12027,23,Female,Maharashtra,AIML,Tier-2,6.28,67.94,155,45,40,4,1,2,53.0,381,13.0,2,1322,1,45,No,0,Placed,8.28
ST12028,21,Male,Maharashtra,ECE,Tier-2,7.5,75.4,112,45,36,4,1,3,65.0,384,24.0,2,599,20,41,Yes,2,Not Placed,0.0
ST12029,20,Male,Tamil Nadu,IT,Tier-2,7.0,68.18,300,38,52,2,1,3,113.0,445,0.0,5,2042,8,53,No,4,Placed,8.56
ST12030,21,Male,Punjab,Chemical,Tier-2,6.69,68.06,84,48,80,2,2,2,27.0,465,31.0,0,706,16,71,No,2,Placed,2.09
ST12031,20,Female,Maharashtra,CSE,Tier-2,7.32,65.65,272,22,60,3,1,4,130.0,759,3.0,6,2080,9,61,No,2,Placed,10.68
ST12032,22,Male,Uttar Pradesh,CSE,Tier-1,9.68,82.07,385,65,66,5,1,3,239.0,1340,37.0,4,2500,22,63,Yes,6,Placed,35.34
ST12033,22,Male,Gujarat,EEE,Tier-3,7.94,69.12,148,38,44,3,0,1,36.0,329,23.0,2,871,22,46,No,2,Placed,4.74
ST12034,20,Other,Uttar Pradesh,ECE,Tier-2,7.24,75.33,91,24,75,5,1,0,32.0,261,79.0,0,687,23,73,Yes,1,Placed,9.91
ST12035,20,Male,Telangana,ECE,Tier-1,7.99,82.71,180,46,44,4,2,1,51.0,255,29.0,2,626,29,51,No,2,Placed,6.19
ST12036,23,Male,Telangana,IT,Tier-3,6.91,83.08,247,32,31,1,0,4,113.0,1088,39.0,4,1514,5,45,No,2,Placed,5.1
ST12037,21,Female,Madhya Pradesh,IT,Tier-2,8.03,74.91,228,55,54,6,1,3,240.0,765,40.0,1,1562,15,53,Yes,1,Placed,12.33
ST12038,21,Male,Kerala,CSE,Tier-2,6.38,89.83,178,31,62,2,2,4,73.0,296,30.0,3,1365,19,61,No,1,Placed,3.1
ST12039,22,Male,Maharashtra,Mechanical,Tier-2,8.15,80.41,163,56,40,9,1,0,53.0,239,28.0,3,736,13,60,Yes,3,Not Placed,0.0
ST12040,21,Male,Gujarat,ECE,Tier-2,6.13,70.5,119,40,48,1,2,0,38.0,183,18.0,0,580,11,46,No,1,Not Placed,0.0
ST12041,19,Female,Andhra Pradesh,Civil,Tier-2,7.18,86.58,122,32,55,3,0,5,31.0,163,71.0,3,619,10,45,Yes,7,Placed,8.23
ST12042,22,Male,Tamil Nadu,ECE,Tier-3,8.22,70.12,235,35,72,3,0,2,52.0,334,30.0,4,828,8,70,No,5,Not Placed,0.0
ST12043,24,Male,Telangana,Civil,Tier-3,8.82,78.12,144,58,24,5,0,4,79.0,271,5.0,2,638,29,35,Yes,2,Not Placed,0.0
ST12044,19,Male,Kerala,Chemical,Tier-2,5.51,65.57,62,34,64,3,2,8,40.0,133,15.0,2,456,0,46,No,1,Not Placed,0.0
ST12045,19,Female,Punjab,ECE,Tier-2,6.42,61.51,90,30,69,4,2,4,30.0,161,26.0,0,696,10,58,No,0,Placed,4.05
ST12046,22,Male,Andhra Pradesh,Mechanical,Tier-2,7.44,80.75,158,51,84,4,2,3,46.0,212,59.0,4,1114,32,75,No,2,Placed,3.59
ST12047,21,Male,Karnataka,CSE,Tier-2,8.05,77.82,204,35,35,0,2,3,189.0,903,11.0,3,1381,21,35,No,1,Not Placed,0.0
ST12048,21,Female,Delhi,CSE,Tier-2,6.92,76.81,230,37,38,4,0,4,144.0,969,28.0,3,1684,15,48,Yes,3,Not Placed,0.0
ST12049,21,Other,Telangana,Mechanical,Tier-2,7.41,78.29,78,29,44,3,1,2,39.0,227,16.0,0,283,14,51,No,3,Not Placed,0.0
ST12050,22,Male,Uttar Pradesh,CSE,Tier-2,7.47,62.06,228,37,34,2,1,4,144.0,458,32.0,4,1482,28,47,No,0,Placed,5.97
ST12051,21,Male,Bihar,Mechanical,Tier-2,7.38,81.98,84,45,72,2,1,7,23.0,159,9.0,1,692,29,59,No,2,Placed,2.36
ST12052,20,Female,Uttarakhand,AIML,Tier-2,7.43,68.51,263,23,61,3,3,5,81.0,424,49.0,1,1695,9,59,No,3,Placed,12.21
ST12053,19,Male,Odisha,AIML,Tier-3,7.33,80.32,238,47,50,3,0,7,108.0,1348,0.0,2,1998,3,47,Yes,3,Placed,11.12
ST12054,21,Female,Rajasthan,IT,Tier-3,8.71,69.13,214,55,56,7,0,3,79.0,477,64.0,2,1398,11,59,No,1,Placed,5.69
ST12055,24,Male,Delhi,Chemical,Tier-3,7.15,75.45,124,52,67,1,0,2,42.0,277,18.0,3,574,19,62,Yes,2,Not Placed,0.0
ST12056,21,Male,Tamil Nadu,Mechanical,Tier-1,8.81,73.8,258,65,25,5,1,4,76.0,477,25.0,1,950,26,33,No,1,Placed,12.25
ST12057,21,Male,Bihar,Mechanical,Tier-2,7.45,75.42,104,49,62,4,0,3,59.0,356,41.0,1,412,27,61,No,0,Placed,1.82
ST12058,23,Male,Telangana,Mechanical,Tier-2,6.89,70.96,99,47,60,5,3,0,61.0,421,14.0,1,543,10,30,Yes,1,Placed,2.09
ST12059,21,Female,Karnataka,Civil,Tier-2,7.26,75.27,126,23,64,7,2,4,33.0,207,36.0,1,688,19,60,Yes,1,Not Placed,0.0
ST12060,21,Female,Maharashtra,CSE,Tier-2,6.02,67.71,206,40,32,7,3,5,271.0,854,0.0,1,1567,17,46,Yes,4,Placed,11.26
ST12061,19,Female,Haryana,Chemical,Tier-2,6.56,67.66,69,52,53,2,3,1,21.0,169,56.0,1,643,9,48,No,3,Placed,9.06
ST12062,22,Female,Tamil Nadu,IT,Tier-2,6.87,80.74,191,53,40,2,0,2,101.0,447,50.0,3,1470,16,50,No,6,Not Placed,0.0
ST12063,22,Male,Rajasthan,ECE,Tier-2,7.6,83.1,242,48,74,5,1,2,82.0,479,19.0,2,933,15,67,No,0,Placed,9.83
ST12064,22,Female,Delhi,Mechanical,Tier-2,8.89,91.78,129,64,57,2,0,4,37.0,231,31.0,2,754,15,51,No,1,Placed,2.78
ST12065,20,Female,Tamil Nadu,Civil,Tier-3,7.04,72.91,187,64,46,2,0,1,48.0,266,54.0,1,830,8,49,No,1,Not Placed,0.0
